,SiteName_x,County,AQI,Pollutant,Status,SO2,CO,CO_8hr,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,PublishTime,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId,hash,SiteName_y,WindDirection,WindPower,Gust,Visibility,Temperature,Moisture,AtmosphericPressure,Weather,Rainfall1day,Unit,DataCreationDate
1680,冬山,宜蘭縣,32,,良好,1.5,0.15,0.2,35,34,23,11,4.8,5.8,1,1.6,287,2019/10/18 03:00,10,23,1,121.792928,24.632203,66,66-2019-10-18 03:00:00,66,北,1,,,20.5,75,1017.3,,0,中央氣象局,2019/10/18 03:00
1681,臺東,臺東縣,35,,良好,1.5,0.15,0.2,36,38,21,9,2.8,3.4,0.5,1.2,305,2019/10/18 02:00,9,26,2,121.15045,22.755358,62,62-2019-10-18 02:00:00,62,西北,1,,20,23.2,76,1015.8,多雲,0,中央氣象局,2019/10/18 02:00
1682,陽明,臺北市,49,,良好,0.9,0.13,0.1,52,53,20,9,0.6,1.5,0.9,,,2019/10/18 02:00,9,20,2,121.529583,25.182722,64,64-2019-10-18 02:00:00,64,北,4,6,,15.3,88,,,0,中央氣象局,2019/10/18 02:00
1683,臺南,臺南市,57,細懸浮微粒,普通,1.9,0.2,0.3,33,38,31,14,8.3,9.4,1.1,2.2,11,2019/10/18 02:00,18,59,3,120.202617,22.984581,46,46-2019-10-18 02:00:00,46,北北西,2,,15,22.9,69,1015.2,晴,0,中央氣象局,2019/10/18 02:00
1684,嘉義,嘉義市,53,細懸浮微粒,普通,3.9,0.25,0.3,24,28,30,13,16,16,0.5,2.1,19,2019/10/18 02:00,16,40,4,120.440833,23.462778,42,42-2019-10-18 02:00:00,42,北,2,,,21.4,76,1015,,0,中央氣象局,2019/10/18 02:00
1685,金門,金門縣,53,細懸浮微粒,普通,3.1,0.2,0.2,46,54,44,17,8.3,9,0.7,2.5,7.1,2019/10/18 02:00,16,40,2,118.312256,24.432133,77,77-2019-10-18 02:00:00,77,北北東,2,,,22.3,70,1019.2,,0,中央氣象局,2019/10/18 02:00
1686,馬祖,連江縣,84,臭氧八小時,普通,1.5,0.15,0.1,61,65,34,14,3.2,4.2,0.9,1.7,314,2019/10/18 02:00,15,35,2,119.949875,26.160469,75,75-2019-10-18 02:00:00,75,東北,3,,,22.2,67,1019.5,,0,中央氣象局,2019/10/18 02:00
1687,觀音,桃園市,45,,良好,4.5,0.21,0.2,34,48,34,12,22,23,0.9,3.9,76,2019/10/18 02:00,14,32,4,121.082761,25.035503,19,19-2019-10-18 02:00:00,19,東北東,3,,,21.2,66,1017.5,,0,中央氣象局,2019/10/18 02:00
1688,新竹,新竹市,44,,良好,3.9,0.3,0.3,37,42,30,16,14,14,0.7,3.1,79,2019/10/18 02:00,13,31,3,120.972075,24.805619,24,24-2019-10-18 02:00:00,24,東北,2,,,21.6,71,1017.6,,0,中央氣象局,2019/10/18 02:00
1689,板橋,新北市,42,,良好,0,0.34,0.5,31,33,25,15,15,15,0.6,0.6,261,2019/10/18 02:00,13,30,3,121.458667,25.012972,6,6-2019-10-18 02:00:00,6,靜風,,,20,19.8,86,1018.3,晴,0,中央氣象局,2019/10/18 02:00
1690,基隆,基隆市,46,,良好,2,0.31,0.3,43,50,33,12,11,12,1,0.5,108,2019/10/18 02:00,12,34,1,121.760056,25.129167,1,1-2019-10-18 02:00:00,1,北,3,,,23.2,62,1017.5,,0,中央氣象局,2019/10/18 02:00
1691,萬華,臺北市,39,,良好,2,0.38,0.4,24,33,23,10,15,17,2.3,1.2,161,2019/10/18 02:00,12,28,1,121.507972,25.046503,13,13-2019-10-18 02:00:00,13,南,1,,,21.1,84,1018.1,,0,中央氣象局,2019/10/18 02:00
1692,沙鹿,臺中市,46,,良好,1.2,0.14,0.1,52,50,24,9,5.6,6.9,1.3,4.4,3.3,2019/10/18 02:00,12,26,1,120.568794,24.225628,29,29-2019-10-18 02:00:00,29,北,4,7,,21.7,67,1015.9,,0,中央氣象局,2019/10/18 02:00
1693,馬公,澎湖縣,67,臭氧八小時,普通,1.9,0.14,0.1,60,60,26,10,2.4,6.2,3.8,6,21,2019/10/18 02:00,11,33,2,119.566158,23.569031,78,78-2019-10-18 02:00:00,78,北北東,4,7,,23.6,73,1016.2,,0,中央氣象局,2019/10/18 02:00
1694,大里,臺中市,35,,良好,1.4,0.16,0.3,36,34,19,12,6.7,7.3,0.7,1.4,38,2019/10/18 02:00,11,23,3,120.677689,24.099611,30,30-2019-10-18 02:00:00,30,西北,1,,15,22.4,65,1015.4,晴,0,中央氣象局,2019/10/18 02:00
1695,恆春,屏東縣,49,,良好,1,0.12,0.1,49,53,29,13,1.7,2.6,0.9,5.6,19,2019/10/18 02:00,10,27,1,120.788928,21.958069,61,61-2019-10-18 02:00:00,61,北,3,6,,24.6,79,1014.7,,0,中央氣象局,2019/10/18 02:00
1696,冬山,宜蘭縣,31,,良好,1.5,0.14,0.2,35,33,16,10,2,2.7,0.7,1.8,293,2019/10/18 02:00,10,23,1,121.792928,24.632203,66,66-2019-10-18 02:00:00,66,西北西,1,,,19.4,81,1017.5,,0,中央氣象局,2019/10/18 02:00
1697,臺東,臺東縣,36,,良好,1.8,0.17,0.2,37,39,23,8,3.4,3.2,/0.2,0.9,315,2019/10/18 01:00,9,27,2,121.15045,22.755358,62,62-2019-10-18 01:00:00,62,北,1,,,23.6,74,1016,,0,中央氣象局,2019/10/18 01:00
1698,冬山,宜蘭縣,31,,良好,0.6,0.14,0.2,36,33,22,7,1.9,2.1,0.3,1.3,275,2019/10/18 01:00,9,24,1,121.792928,24.632203,66,66-2019-10-18 01:00:00,66,南南西,1,,,19.3,81,1018.1,,0,中央氣象局,2019/10/18 01:00
1699,陽明,臺北市,49,,良好,1.5,0.13,0.1,52,53,21,12,1.2,1.9,0.8,,,2019/10/18 01:00,8,20,2,121.529583,25.182722,64,64-2019-10-18 01:00:00,64,北北西,2,6,,15.4,87,,,0,中央氣象局,2019/10/18 01:00
1700,臺南,臺南市,59,細懸浮微粒,普通,1.9,0.23,0.3,31,42,31,15,11,12,0.5,1,12,2019/10/18 01:00,19,63,3,120.202617,22.984581,46,46-2019-10-18 01:00:00,46,西北,2,,,23.4,66,1015.8,,0,中央氣象局,2019/10/18 01:00
1701,嘉義,嘉義市,55,細懸浮微粒,普通,5.6,0.28,0.4,20,31,42,17,20,22,2.8,2,12,2019/10/18 01:00,17,41,4,120.440833,23.462778,42,42-2019-10-18 01:00:00,42,北,1,,,22.3,73,1015.6,,0,中央氣象局,2019/10/18 01:00
1702,金門,金門縣,53,細懸浮微粒,普通,2.4,0.2,0.2,51,55,37,19,4.9,5.5,0.6,2.9,6.4,2019/10/18 01:00,17,39,3,118.312256,24.432133,77,77-2019-10-18 01:00:00,77,北北東,2,,,22.4,72,1019.9,,0,中央氣象局,2019/10/18 01:00
1703,馬祖,連江縣,87,臭氧八小時,普通,1.8,0.15,0.1,63,66,37,16,2.8,3.3,0.6,1.6,317,2019/10/18 01:00,15,35,2,119.949875,26.160469,75,75-2019-10-18 01:00:00,75,東北,3,,,22.3,68,1020.1,,0,中央氣象局,2019/10/18 01:00
1704,觀音,桃園市,46,,良好,3.5,0.22,0.2,36,50,32,13,20,21,0.7,4.1,79,2019/10/18 01:00,14,32,4,121.082761,25.035503,19,19-2019-10-18 01:00:00,19,東北東,3,,,21.2,67,1017.9,,0,中央氣象局,2019/10/18 01:00
1705,板橋,新北市,41,,良好,2.4,0.49,0.5,25,34,31,12,23,24,0.3,1.2,142,2019/10/18 01:00,13,32,3,121.458667,25.012972,6,6-2019-10-18 01:00:00,6,東北東,1,,,20.8,79,1018.7,,0,中央氣象局,2019/10/18 01:00
1706,新竹,新竹市,43,,良好,3.4,0.3,0.3,40,43,27,14,13,13,0.3,2.7,67,2019/10/18 01:00,13,30,3,120.972075,24.805619,24,24-2019-10-18 01:00:00,24,東北,2,,,21.5,71,1017.8,,0,中央氣象局,2019/10/18 01:00
1707,沙鹿,臺中市,46,,良好,0.8,0.1,0.1,53,50,20,12,4.9,6.1,1.2,4,359,2019/10/18 01:00,13,26,1,120.568794,24.225628,29,29-2019-10-18 01:00:00,29,北,3,7,,21.8,66,1016.3,,0,中央氣象局,2019/10/18 01:00
1708,基隆,基隆市,47,,良好,1.1,0.35,0.3,39,51,32,12,13,16,2.6,0.4,91,2019/10/18 01:00,12,35,1,121.760056,25.129167,1,1-2019-10-18 01:00:00,1,北,3,,,23.1,66,1017.9,,0,中央氣象局,2019/10/18 01:00
1709,萬華,臺北市,39,,良好,1.4,0.47,0.4,25,34,26,14,23,25,1.8,0.9,136,2019/10/18 01:00,12,28,0,121.507972,25.046503,13,13-2019-10-18 01:00:00,13,南,1,,,21.6,83,1018.5,,0,中央氣象局,2019/10/18 01:00
1710,馬公,澎湖縣,64,臭氧八小時,普通,2.1,0.12,0.1,61,59,32,14,1.1,5.4,4.3,6.1,20,2019/10/18 01:00,11,35,2,119.566158,23.569031,78,78-2019-10-18 01:00:00,78,北北東,3,6,,23.8,69,1016.5,,0,中央氣象局,2019/10/18 01:00
1711,大里,臺中市,35,,良好,2.3,0.23,0.3,35,34,19,11,8.8,9.1,0.4,2,38,2019/10/18 01:00,11,24,3,120.677689,24.099611,30,30-2019-10-18 01:00:00,30,北,2,,,22.5,66,1015.9,,0,中央氣象局,2019/10/18 01:00
1712,恆春,屏東縣,49,,良好,0.9,0.11,0.1,52,53,31,10,1.6,2.3,0.7,5.9,12,2019/10/18 01:00,10,27,1,120.788928,21.958069,61,61-2019-10-18 01:00:00,61,北,3,6,,24.6,79,1015.4,,0,中央氣象局,2019/10/18 01:00
1713,臺東,臺東縣,36,,良好,1.9,0.19,0.3,37,39,23,8,4.1,4.2,0,0.9,305,2019/10/18 00:00,9,28,2,121.15045,22.755358,62,62-2019-10-18 00:00:00,62,北北西,1,,,23.8,73,1016.4,,0,中央氣象局,2019/10/18 00:00
1714,陽明,臺北市,48,,良好,1.9,0.12,0.1,53,52,20,6,1,1.7,0.8,,,2019/10/18 00:00,7,20,2,121.529583,25.182722,64,64-2019-10-18 00:00:00,64,北北西,4,6,,15.4,86,,,1,中央氣象局,2019/10/18 00:00
1715,臺南,臺南市,61,細懸浮微粒,普通,1.9,0.23,0.3,33,47,32,15,11,12,0.5,1.3,21,2019/10/18 00:00,20,68,3,120.202617,22.984581,46,46-2019-10-18 00:00:00,46,北北西,3,,,23.8,65,1016.4,,0,中央氣象局,2019/10/18 00:00
1716,嘉義,嘉義市,55,細懸浮微粒,普通,8.3,0.29,0.4,20,37,34,15,20,22,2.4,1.1,33,2019/10/18 00:00,17,41,4,120.440833,23.462778,42,42-2019-10-18 00:00:00,42,北,1,,,22.1,75,1016.1,,0,中央氣象局,2019/10/18 00:00
1717,金門,金門縣,54,臭氧八小時,普通,1.5,0.2,0.2,55,56,40,16,4.4,5.1,0.7,3.6,33,2019/10/18 00:00,16,38,3,118.312256,24.432133,77,77-2019-10-18 00:00:00,77,東北,3,,,22.7,71,1020.3,,0,中央氣象局,2019/10/18 00:00
1718,馬祖,連江縣,87,臭氧八小時,普通,1.6,0.14,0.1,67,66,37,14,2.7,3.1,0.5,1.6,312,2019/10/18 00:00,15,34,2,119.949875,26.160469,75,75-2019-10-18 00:00:00,75,東北,3,,,22.4,68,1020.6,,0,中央氣象局,2019/10/18 00:00
1719,觀音,桃園市,48,,良好,4.4,0.2,0.2,46,52,32,19,12,12,0.4,5,78,2019/10/18 00:00,13,32,4,121.082761,25.035503,19,19-2019-10-18 00:00:00,19,東北東,3,,,22,65,1018.4,,0,中央氣象局,2019/10/18 00:00
1720,板橋,新北市,42,,良好,6.9,0.51,0.5,26,35,30,12,27,28,1.1,1.4,114,2019/10/18 00:00,13,32,3,121.458667,25.012972,6,6-2019-10-18 00:00:00,6,東北東,1,,,22.3,72,1019.3,,0,中央氣象局,2019/10/18 00:00
1721,新竹,新竹市,42,,良好,3.4,0.32,0.3,39,45,29,10,14,15,0.5,2.4,60,2019/10/18 00:00,13,31,2,120.972075,24.805619,24,24-2019-10-18 00:00:00,24,東,1,,,21.5,71,1018.3,,0,中央氣象局,2019/10/18 00:00
1722,沙鹿,臺中市,46,,良好,0.4,0.12,0.1,52,50,22,12,6.3,7.4,1.1,4.2,356,2019/10/18 00:00,13,27,1,120.568794,24.225628,29,29-2019-10-18 00:00:00,29,北,4,6,,22.1,64,1016.8,,0,中央氣象局,2019/10/18 00:00
1723,基隆,基隆市,49,,良好,1.4,0.37,0.3,44,53,33,13,11,15,3.3,0.4,95,2019/10/18 00:00,12,35,1,121.760056,25.129167,1,1-2019-10-18 00:00:00,1,北,3,,,23.2,63,1018.8,,0,中央氣象局,2019/10/18 00:00
1724,萬華,臺北市,38,,良好,0.3,0.31,0.4,40,36,28,11,16,18,1.4,1.4,97,2019/10/18 00:00,12,28,0,121.507972,25.046503,13,13-2019-10-18 00:00:00,13,南,1,,,22.1,77,1019.1,,0,中央氣象局,2019/10/18 00:00
1725,馬公,澎湖縣,64,臭氧八小時,普通,1.7,0.13,0.1,61,59,37,11,1.1,5.5,4.4,6.5,24,2019/10/18 00:00,11,35,2,119.566158,23.569031,78,78-2019-10-18 00:00:00,78,北北東,4,7,,23.9,76,1017.1,,0,中央氣象局,2019/10/18 00:00
1726,恆春,屏東縣,48,,良好,0.7,0.11,0.1,55,52,28,8,1.6,2.1,0.5,7.3,9.5,2019/10/18 00:00,11,26,1,120.788928,21.958069,61,61-2019-10-18 00:00:00,61,北,2,,,24.6,80,1015.8,,0,中央氣象局,2019/10/18 00:00
1727,大里,臺中市,35,,良好,2.4,0.25,0.3,34,35,19,11,9.7,10,0.6,1.5,33,2019/10/18 00:00,11,25,3,120.677689,24.099611,30,30-2019-10-18 00:00:00,30,北,2,,,22.8,67,1016.3,,0,中央氣象局,2019/10/18 00:00
1728,冬山,宜蘭縣,33,,良好,1,0.14,0.2,40,32,20,7,1.4,2.1,0.7,1.3,302,2019/10/18 00:00,10,25,1,121.792928,24.632203,66,66-2019-10-18 00:00:00,66,西北西,1,,,19.8,78,1018.7,,0,中央氣象局,2019/10/18 00:00
1729,陽明,臺北市,48,,良好,2.2,0.13,0.1,52,52,20,6,1,1.9,0.9,,,2019/10/17 23:00,8,19,2,121.529583,25.182722,64,64-2019-10-17 23:00:00,64,北北西,3,6,,15.6,87,,,1,中央氣象局,2019/10/17 23:00
1730,臺南,臺南市,65,細懸浮微粒,普通,2.2,0.29,0.4,34,52,35,16,13,13,0.5,1.9,357,2019/10/17 23:00,21,75,3,120.202617,22.984581,46,46-2019-10-17 23:00:00,46,北北西,2,,15,24.3,63,1016.8,晴,0,中央氣象局,2019/10/17 23:00
1731,嘉義,嘉義市,56,細懸浮微粒,普通,5,0.32,0.4,26,44,34,20,18,20,2,2.1,5,2019/10/17 23:00,18,43,4,120.440833,23.462778,42,42-2019-10-17 23:00:00,42,西北西,1,,,21.8,76,1016.4,,0,中央氣象局,2019/10/17 23:00
1732,金門,金門縣,58,臭氧八小時,普通,1.6,0.21,0.2,55,57,39,16,5.3,5.7,0.5,3.4,31,2019/10/17 23:00,16,39,3,118.312256,24.432133,77,77-2019-10-17 23:00:00,77,東北,2,6,,22.7,72,1020.6,,0,中央氣象局,2019/10/17 23:00
1733,馬祖,連江縣,87,臭氧八小時,普通,1.7,0.13,0.1,67,66,34,17,2.6,3,0.4,1.9,313,2019/10/17 23:00,15,33,2,119.949875,26.160469,75,75-2019-10-17 23:00:00,75,東北東,3,6,,22.4,68,1020.7,,0,中央氣象局,2019/10/17 23:00
1734,板橋,新北市,43,,良好,6.6,0.58,0.4,26,36,29,10,30,31,0.9,1,107,2019/10/17 23:00,13,32,3,121.458667,25.012972,6,6-2019-10-17 23:00:00,6,東北東,1,,20,22.6,69,1019.5,多雲,0,中央氣象局,2019/10/17 23:00
1735,新竹,新竹市,44,,良好,3.3,0.34,0.3,40,47,28,13,13,13,0.5,3.1,69,2019/10/17 23:00,13,32,2,120.972075,24.805619,24,24-2019-10-17 23:00:00,24,東北,2,,,21.9,69,1018.8,,0,中央氣象局,2019/10/17 23:00
1736,沙鹿,臺中市,48,,良好,0.3,0.16,0.1,49,52,28,14,8.1,9,0.9,4.6,1.1,2019/10/17 23:00,13,28,1,120.568794,24.225628,29,29-2019-10-17 23:00:00,29,北,4,7,,22.3,64,1017,,0,中央氣象局,2019/10/17 23:00
1737,觀音,桃園市,49,,良好,3.2,0.18,0.2,51,53,32,13,6.1,6.6,0.5,5.2,73,2019/10/17 23:00,12,32,4,121.082761,25.035503,19,19-2019-10-17 23:00:00,19,東北東,3,6,,22.3,62,1018.8,,0,中央氣象局,2019/10/17 23:00
1738,萬華,臺北市,37,,良好,0.3,0.35,0.4,37,36,28,12,19,21,1.6,1.1,69,2019/10/17 23:00,12,29,1,121.507972,25.046503,13,13-2019-10-17 23:00:00,13,東,1,,,23.1,70,1019.4,,0,中央氣象局,2019/10/17 23:00
1739,基隆,基隆市,51,臭氧八小時,普通,1.3,0.29,0.2,50,55,37,13,8.3,11,2.6,0.6,70,2019/10/17 23:00,11,35,1,121.760056,25.129167,1,1-2019-10-17 23:00:00,1,北,3,,,23.3,65,1019.1,,0,中央氣象局,2019/10/17 23:00
1740,馬公,澎湖縣,61,臭氧八小時,普通,1.9,0.14,0.2,59,58,37,10,1.5,5.8,4.3,6.2,22,2019/10/17 23:00,11,34,2,119.566158,23.569031,78,78-2019-10-17 23:00:00,78,北北東,4,7,,24.1,75,1017.4,,0,中央氣象局,2019/10/17 23:00
1741,大里,臺中市,36,,良好,2.5,0.29,0.3,33,37,24,11,11,12,0.5,2.1,44,2019/10/17 23:00,11,26,3,120.677689,24.099611,30,30-2019-10-17 23:00:00,30,北,2,,15,22.9,66,1016.6,晴,0,中央氣象局,2019/10/17 23:00
1742,冬山,宜蘭縣,35,,良好,0.9,0.14,0.2,42,33,22,10,1.8,2.5,0.7,1.5,279,2019/10/17 23:00,11,25,1,121.792928,24.632203,66,66-2019-10-17 23:00:00,66,西,1,,,20.3,76,1019.2,,0,中央氣象局,2019/10/17 23:00
1743,恆春,屏東縣,48,,良好,0.8,0.11,0.1,55,52,26,10,1.7,2.2,0.5,8.7,33,2019/10/17 23:00,11,25,1,120.788928,21.958069,61,61-2019-10-17 23:00:00,61,北,3,7,,25.2,79,1015.9,,0,中央氣象局,2019/10/17 23:00
1744,臺東,臺東縣,37,,良好,1.9,0.22,0.3,39,40,24,11,4.6,4.7,0.1,1.1,305,2019/10/17 23:00,10,31,2,121.15045,22.755358,62,62-2019-10-17 23:00:00,62,北,1,,15,24.3,71,1017,晴,0,中央氣象局,2019/10/17 23:00
1745,陽明,臺北市,48,,良好,2.2,0.12,0.1,51,52,18,6,1.3,2.1,0.9,,,2019/10/17 22:00,8,19,2,121.529583,25.182722,64,64-2019-10-17 22:00:00,64,北北西,2,,,15.9,88,,,1,中央氣象局,2019/10/17 22:00
1746,臺南,臺南市,73,懸浮微粒,普通,2.9,0.35,0.4,35,58,44,14,14,14,0.5,2.4,10,2019/10/17 22:00,22,86,3,120.202617,22.984581,46,46-2019-10-17 22:00:00,46,北北西,3,,,24.8,61,1016.6,,0,中央氣象局,2019/10/17 22:00
1747,嘉義,嘉義市,56,細懸浮微粒,普通,11,0.38,0.4,26,50,32,17,20,23,2.8,2.6,2.8,2019/10/17 22:00,18,47,4,120.440833,23.462778,42,42-2019-10-17 22:00:00,42,北北東,1,,,21.7,75,1016.3,,0,中央氣象局,2019/10/17 22:00
1748,金門,金門縣,67,臭氧八小時,普通,1.5,0.21,0.2,53,60,34,18,4.8,5.1,0.3,2.4,57,2019/10/17 22:00,16,40,3,118.312256,24.432133,77,77-2019-10-17 22:00:00,77,東北東,2,,,22.7,68,1020.6,,0,中央氣象局,2019/10/17 22:00
1749,馬祖,連江縣,87,臭氧八小時,普通,1.7,0.14,0.2,66,66,33,11,2.7,3.1,0.4,2,301,2019/10/17 22:00,15,32,2,119.949875,26.160469,75,75-2019-10-17 22:00:00,75,東北東,3,,,22.5,68,1020.8,,0,中央氣象局,2019/10/17 22:00
1750,板橋,新北市,44,,良好,6.6,0.52,0.4,30,39,30,13,28,28,0.6,1.5,151,2019/10/17 22:00,14,33,3,121.458667,25.012972,6,6-2019-10-17 22:00:00,6,東北東,1,,,22.7,66,1019.7,,0,中央氣象局,2019/10/17 22:00
1751,新竹,新竹市,45,,良好,2.1,0.26,0.3,49,48,26,15,8.8,9.2,0.4,3.7,80,2019/10/17 22:00,14,33,2,120.972075,24.805619,24,24-2019-10-17 22:00:00,24,東北,1,,,22.3,66,1018.8,,0,中央氣象局,2019/10/17 22:00
1752,觀音,桃園市,50,,良好,3.3,0.17,0.2,53,54,34,14,5.7,6.2,0.5,4.8,61,2019/10/17 22:00,13,32,4,121.082761,25.035503,19,19-2019-10-17 22:00:00,19,東北東,3,6,,22.2,62,1019,,0,中央氣象局,2019/10/17 22:00
1753,沙鹿,臺中市,50,,良好,0.4,0.14,0.1,50,54,25,14,7.1,8,0.9,4.7,3.1,2019/10/17 22:00,13,28,1,120.568794,24.225628,29,29-2019-10-17 22:00:00,29,北,4,6,,22.5,66,1017,,0,中央氣象局,2019/10/17 22:00
1754,萬華,臺北市,38,,良好,0.2,0.41,0.4,32,37,27,11,26,28,2.5,1.4,84,2019/10/17 22:00,12,29,1,121.507972,25.046503,13,13-2019-10-17 22:00:00,13,東北東,1,,,23.3,68,1019.5,,0,中央氣象局,2019/10/17 22:00
1755,基隆,基隆市,51,臭氧八小時,普通,1.3,0.21,0.2,55,55,34,9,3.6,5.3,1.7,1,56,2019/10/17 22:00,11,35,1,121.760056,25.129167,1,1-2019-10-17 22:00:00,1,北,3,,,23.4,63,1019.1,,0,中央氣象局,2019/10/17 22:00
1756,馬公,澎湖縣,58,臭氧八小時,普通,1.8,0.13,0.1,59,57,38,10,1.2,5.3,4,6.9,23,2019/10/17 22:00,11,33,2,119.566158,23.569031,78,78-2019-10-17 22:00:00,78,北北東,4,6,,24.3,73,1017.3,,0,中央氣象局,2019/10/17 22:00
1757,大里,臺中市,37,,良好,2.6,0.28,0.3,35,40,21,11,10,11,0.5,2,57,2019/10/17 22:00,11,27,3,120.677689,24.099611,30,30-2019-10-17 22:00:00,30,北,1,,,23.3,64,1016.3,,0,中央氣象局,2019/10/17 22:00
1758,冬山,宜蘭縣,37,,良好,1.1,0.15,0.2,37,32,25,9,2.6,3.6,0.9,1.5,255,2019/10/17 22:00,11,26,1,121.792928,24.632203,66,66-2019-10-17 22:00:00,66,西,1,,,20.7,75,1019.3,,0,中央氣象局,2019/10/17 22:00
1759,恆春,屏東縣,47,,良好,0.8,0.11,0.1,56,51,27,14,1.6,2.3,0.7,10,34,2019/10/17 22:00,11,25,1,120.788928,21.958069,61,61-2019-10-17 22:00:00,61,北,3,7,,25.2,78,1015.5,,0,中央氣象局,2019/10/17 22:00
1760,臺東,臺東縣,38,,良好,1.9,0.29,0.3,37,41,24,7,7.3,7.9,0.6,1.4,312,2019/10/17 22:00,10,33,2,121.15045,22.755358,62,62-2019-10-17 22:00:00,62,北北西,1,,,24.7,69,1017.2,,0,中央氣象局,2019/10/17 22:00
1761,陽明,臺北市,48,,良好,2.2,0.12,0.1,53,52,21,8,1,1.8,0.8,,,2019/10/17 21:00,9,19,2,121.529583,25.182722,64,64-2019-10-17 21:00:00,64,北北西,2,6,,15.9,87,,,1,中央氣象局,2019/10/17 21:00
1762,臺南,臺南市,81,懸浮微粒,普通,3.1,0.31,0.4,41,64,63,18,13,13,0.4,2.6,15,2019/10/17 21:00,24,98,3,120.202617,22.984581,46,46-2019-10-17 21:00:00,46,北北西,3,,,25.5,61,1016.2,,0,中央氣象局,2019/10/17 21:00
1763,嘉義,嘉義市,57,細懸浮微粒,普通,4.1,0.34,0.3,32,56,39,14,16,19,2.5,2.3,1.3,2019/10/17 21:00,18,52,4,120.440833,23.462778,42,42-2019-10-17 21:00:00,42,北,1,,,23.3,63,1015.8,,0,中央氣象局,2019/10/17 21:00
1764,金門,金門縣,74,臭氧八小時,普通,1.7,0.2,0.2,54,62,32,12,5.9,6.3,0.4,4.1,50,2019/10/17 21:00,15,41,3,118.312256,24.432133,77,77-2019-10-17 21:00:00,77,東北東,3,6,,23.4,63,1020,,0,中央氣象局,2019/10/17 21:00
1765,馬祖,連江縣,87,臭氧八小時,普通,1.4,0.14,0.2,67,66,32,15,2.8,3.3,0.5,1.8,312,2019/10/17 21:00,15,32,2,119.949875,26.160469,75,75-2019-10-17 21:00:00,75,東北東,3,6,,22.5,68,1020.8,,0,中央氣象局,2019/10/17 21:00
1766,新竹,新竹市,45,,良好,2,0.24,0.3,52,49,33,11,8.3,8.5,0.3,3.8,77,2019/10/17 21:00,14,35,2,120.972075,24.805619,24,24-2019-10-17 21:00:00,24,東北,2,,,22.7,66,1018.7,晴,0,中央氣象局,2019/10/17 21:00
1767,板橋,新北市,43,,良好,6.2,0.37,0.4,42,40,31,14,19,19,0.4,1.7,58,2019/10/17 21:00,13,34,3,121.458667,25.012972,6,6-2019-10-17 21:00:00,6,東北東,1,,,22.9,65,1019.5,,0,中央氣象局,2019/10/17 21:00
1768,觀音,桃園市,50,,良好,5.2,0.17,0.2,55,54,32,11,6.1,6.6,0.5,5.5,64,2019/10/17 21:00,13,32,4,121.082761,25.035503,19,19-2019-10-17 21:00:00,19,東北,4,6,,22.6,60,1018.8,晴,0,中央氣象局,2019/10/17 21:00
1769,沙鹿,臺中市,58,臭氧八小時,普通,0.4,0.11,0.1,49,57,24,14,6.7,7.9,1.1,5.5,2.3,2019/10/17 21:00,13,29,1,120.568794,24.225628,29,29-2019-10-17 21:00:00,29,北,4,7,,22.8,65,1016.6,,0,中央氣象局,2019/10/17 21:00
1770,萬華,臺北市,39,,良好,0.1,0.37,0.4,36,38,26,12,23,25,2.1,1.3,62,2019/10/17 21:00,12,30,1,121.507972,25.046503,13,13-2019-10-17 21:00:00,13,東北,1,,,23,67,1019.3,,0,中央氣象局,2019/10/17 21:00
1771,冬山,宜蘭縣,37,,良好,1.1,0.2,0.2,24,34,24,14,8.4,9.4,0.9,1.4,266,2019/10/17 21:00,12,27,1,121.792928,24.632203,66,66-2019-10-17 21:00:00,66,東北,2,,,22.1,66,1019,,0,中央氣象局,2019/10/17 21:00
1772,基隆,基隆市,51,臭氧八小時,普通,1.2,0.22,0.2,57,55,36,12,4.3,5.9,1.5,1,53,2019/10/17 21:00,11,36,1,121.760056,25.129167,1,1-2019-10-17 21:00:00,1,北,3,,,23.4,63,1018.9,,0,中央氣象局,2019/10/17 21:00
1773,臺東,臺東縣,40,,良好,2,0.3,0.2,35,43,23,9,7.3,7.7,0.3,1.2,323,2019/10/17 21:00,11,35,2,121.15045,22.755358,62,62-2019-10-17 21:00:00,62,北,1,,,25,68,1017,,0,中央氣象局,2019/10/17 21:00
1774,馬公,澎湖縣,58,臭氧八小時,普通,1.8,0.15,0.1,60,57,32,12,1.5,6,4.5,7.1,28,2019/10/17 21:00,11,32,2,119.566158,23.569031,78,78-2019-10-17 21:00:00,78,北北東,4,7,,24.4,73,1016.6,,0,中央氣象局,2019/10/17 21:00
1775,大里,臺中市,39,,良好,2.6,0.31,0.3,34,42,23,11,13,13,0.3,3,43,2019/10/17 21:00,11,29,3,120.677689,24.099611,30,30-2019-10-17 21:00:00,30,北,3,,,23.8,62,1015.9,,0,中央氣象局,2019/10/17 21:00
1776,恆春,屏東縣,46,,良好,0.8,0.11,0.1,55,50,27,15,1.6,2.2,0.6,9.5,37,2019/10/17 21:00,10,24,1,120.788928,21.958069,61,61-2019-10-17 21:00:00,61,北,3,7,,25.4,77,1015.5,晴,0,中央氣象局,2019/10/17 21:00
